country,name,phone,email,dealerNo,geoCodeLongitude,geoCodeLatitude,postcode,town,street,region,fax,websiteFullUrl
DE,Homeland Custom,07754/7511,info@homelandcustom.de,10365510,8.0802,47.6405,79733,Görwihl,Hauptstr. 34 ,08,,https://www.homelandcustom.de
DE,KOSAK GmbH,07365/5521,mail@ktm-kosak.de,4129,10.03247,48.81943,73457,Essingen,Benzstr. 3 ,08,07365/5525,https://www.zweirad-kosak.de
DE,Road Star Motorcycles GmbH,0911 974787,info@roadstar-motorcycles.de,1660,10.9924,49.44794,90763,Fürth,Benno-Strauß-Str. 19 ,09,0911 974788,https://www.roadstar-motorcycles.de
DE,PEPA-BIKE'S,09215166471,info@pepa-bikes.de,2602,11.59989,49.92882,95448,Bayreuth,Am Pfaffenfleck 13 ,09,09215166472,https://www.ktm-Bayreuth.de
DE,Motorrad Feist,03737/40930,info@motorrad-feist.de,10231510,12.78738,51.05731,09306,Rochlitz,Geithainer Str. 19 a ,14,,https://www.motorrad-feist.de
DE,Motorradcenter Keßler,03742124901,motorrad-kessler@t-online.de,5333,12.170732,50.4266,08606,Oelsnitz,Willy-Brandt-Ring 11 ,14,03742124902,https://www.motorradkessler.de
DE,G&M Fahrzeug-Technik OHG,03435928613,info@gm-bikes.de,1981,13.09226,51.30428,04758,Oschatz,Filderstädter Straße 2 ,14,03435928647,http://www.gm-bikes.de
DE,Bahros Bike Bude GmbH,03361365190,info@bahros-bike-bude.de,1213,14.07165,52.37685,15517,Fürstenwalde/Spree,Karl-Liebknecht-Str. 23 ,12,03361365192,https://www.ktm-fuerstenwalde.de
DE,Motocenter Hegau GmbH,07731955620,info@motocenter-hegau.de,2311,8.79973,47.76256,78247,Hilzingen,Weidgang 3 ,08,077319556222,https://www.motocenter-hegau.com
DE,KTM Rau,07576 9629380,info@ktm-versand.de,382,9.236056,48.016225,72505,Krauchenwies,Wilhelm-Maybach-Straße 4 ,08,07576 9629381,https://www.ktm-versand.de
DE,Auer Gruppe GmbH,07771 914340,zizenhausen@auer-gruppe.de,7912,8.99899,47.87525,78333,Stockach,Meßkircher Str. 125a ,08,07771 9143460,https://www.auer-gruppe.de
DE,Motorradsport Krahl u. Kroschel GmbH,03532360484,motorrad@krahl-kroschel.de,5040,13.64513,51.67869,03249,Sonnewalde,Finsterwalder Str. 31b ,12,03532360364,http://www.krahl-kroschel.de/
DE,Auer Gruppe GmbH,0777193050,m.zugmantel@auer-gruppe.de,1847,9.029322,47.840455,78333,Stockach,Bodenseeallee 2 ,,,https://www.auer-gruppe.de
DE,KTM Bernhardt,0377135120,info@zweiradcenter-bernhardt.de,2476,12.72641,50.6156,08294,Loessnitz,R.-Weber-Straße 102 ,14,0377133519,https://www.KTM-bernhardt.de
DE,Zweirad Sturm GmbH,03725 82519,ktm-sturm@t-online.de,2369,13.06496,50.73876,09405,Zschopau,Neue Marienberger Straße 189 ,14,03725 82540,https://www.ktm-sturm.de
DE,Motorrad Unseld Inh. Robin Unseld,0735691112,info@motorrad-unseld.de,3905,9.851231,48.15334,88437,Äpfingen,Raiffeisenstraße 2 ,08,,https://www.motorrad-unseld.de
DE,motoroox GmbH,09181/6984747,info@motoroox.de,1445,11.492687,49.307431,92318,Neumarkt,Haberslehla 2 ,09,,https://www.motoroox.de
DE,S-Team GmbH,082247417,info@s-team.eu,3612,10.363484,48.474972,89362,Offingen,Remsharter Str. 12 ,09,082247425,http://www.s-team.eu/
DE,Zweirad Hösl,08274-343,info@zweirad-hoesl.de,2954,10.71941,48.6076,86647,Buttenwiesen,Donauwörther Str. 11 ,09,08274-6309,https://www.ktm-hoesl.de
DE,ZweiradCenter Weiden,0961 3885400,info@zweiradcenter-weiden.de,7825,12.1556,49.70354,92637,Weiden i.d.OPf.,Am Forst 17 b ,09,0961 3885488,https://www.zweiradcenter-weiden.de
DE,MotoYama GmbH,07515579108,info@motoyama.de,3836,9.57065,47.77683,88213,Ravensburg,Zuppingerstraße 2 ,08,07515579109,https://www.motoyama.de
DE,KTM Dresden - MRZ OHG,03513360016,info@ktm-dresden.de,1523,13.73773,51.08629,01127,Dresden,Weinböhlaer Str. 69 ,14,03513360017,https://www.ktm-dresden.de
DE,MotoPro GmbH,0821/37272,info@moto-pro.de,10394810,10.84877,48.38512,86156,Augsburg,Werner-Heisenberg-Str. 6 ,09,0821/152290,https://www.moto-pro.de
DE,Enduro Bunker GmbH,0841 99350800,ingolstadt@endurobunker.de,3437,11.481845,48.786401,85055,Ingolstadt,Marie-Curie-Str. 31 b ,09,0841 99350801,https://www.endurobunker.de
DE,Finkl's Erlebnis Motorrad GmbH,0823196760,office@motorrad-finkl.com,5328,10.88323,48.25807,86343,Königsbrunn,Landsberger Str. 39-41 ,09,0823188224,https://www.motorrad-finkl.com
DE,Stefan Müller e.K.,0831 5206666,info@ktm-mueller.de,3618,10.30298,47.68376,87448,Waltenhofen,Ottostr. 2 ,09,,https://www.ktm-mueller.de
DE,KTM Regensburg,09401880770,info@ktm-regensburg.de,2846,12.19245,48.97714,93073,Neutraubling,Waldkraiburger Str. 14 ,09,094018807720,https://www.ktm-regensburg.de
DE,Motorrad Waldmann,08342 899704,info@motorrad-waldmann.de,9627,10.609837,47.77454,87616,Marktoberdorf,Iglauer Str. 19 ,09,08342 915783,https://www.motorrad-waldmann.de
DE,Motorrad Dirnberger GmbH & Co. KG,0997132211,info@dirnberger.de,2313,12.668023,49.202619,93413,Cham,Mittelweg 9 ,09,099713337,https://www.ktm-cham.de
DE,Motorrad Kiermaier GbR,08765/1282,info@motorrad-kiermaier.de,2142,12.028717,48.51883,84034,Landshut,Guendlkoferau 11 ,09,08765/319,https://www.motorrad-kiermaier.de
DE,KTM München Nord,089309053740,info@ktm-m.de,3611,11.58377,48.18835,80807,Muenchen,Ingolstaedter Strasse 43 ,09,089309053742,https://www.KTM-M.de
DE,MOHR GROUP München GmbH,+49 89 248858239,lorenz.mohr@group-mohr.com,10367230,11.60809,48.1952,80939,München,Am Ausbesserungswerk 8,09,,https://www.group-mohr.com
DE,KTM München Süd,08975080116,info@ktmmuenchen.de,3727,11.45573,48.08824,82061,Neuried,Josef-Doll-Str. 2 ,09,08975080118,https://www.ktmmuenchen.de
DE,Motorradhaus Goldhammer,03583/511501,info@motorradhaus-goldhammer.de,1979,14.792228,50.895638,02763,Zittau,Goldbachstraße 35 ,14,03583/709823,https://www.motorradhaus-goldhammer.de
DE,KTM Oberland,08847/6996510,info@ktm-oberland.de,9285,11.296348,47.733116,82392,Habach,Mühltal 16 ,09,,https://www.ktm-oberland.de
DE,Mototreff Balog,080248071,info@mototreff-balog.de,2756,11.71595,47.87919,83607,Holzkirchen,Gewerbering 1 ,09,0802449500,https://www.mototreff-balog.de
DE,GRIESSER Moto-Sport,08031 44507,info@griessermotosport.de,5048,12.090497,47.900105,83109,Großkarolinenfeld,Marienberger Str. 50 ,09,08031 44523,https://www.griessermotosport.de
DE,Auto-Leebmann GmbH,0851/95530400,motorrad@leebmann.de,8528,13.41576,48.55447,94036,Passau,Traminer Str. 2 ,09,0851/95530450,https://www.leebmann.de
DE,Reiter Engineering GmbH & Co. KG,+49 868 577 920,hans.reiter@reiter-engineering.com,5371,12.84318,47.95127,83417,Kirchanschoering,Leobendorfer Str. 39 ,,,https://www.reiter-engineering.com
DE,Motorrad Stadler,086549285,info@motorrad-stadler.bike,9689,12.96292,47.85212,83395,Freilassing,Pommernstr. 17 ,09,,https://www.motorrad-stadler.bike
GR,Bikers & Bikes - Tsiolis Periklis - Sales/Service/,2661044460,info@bikersandbikes.gr,-6189594598044121016,19.901464,39.62183,491 00,Kerkira,Palaiokastritsas 24-36,,,#
GR,Plaketas (KTM) - Service/Parts,2463053474,info@plaketas.gr,-5028451148650481077,21.66704,40.510189,50200,Ptolemaida,88 Mikras Asias st,,,#
GR,Xifias Racing - Amanatiadis - Service/Parts,,v.amanatiadis@yahoo.gr,6628428458219777344,21.28142,39.898129,51100,Grevena,Kira Kali,,,#
GR,Tsoleridis - Six Days - Service/Parts - KTM,2310253220,stavros@sixdays.gr,-7620377192896380859,22.95104,40.64016,54633,Thessaloniki,83 Olympiados Street,,,#
GR,Delta Motorcycles - Sales/Parts,2109248996,info@delta-motorcycles.gr,-5663891656003883187,22.96289,40.61879,546 39,Thessaloniki,Leoforos Karamanli Konstantinou 27,,,#
GR,MAKINA - Sales Offroad/Parts,2310553035,info@makina.gr,3235104996808131656,22.962522,40.617728,546 39,Thessaloniki,Katsimidi 20,,,#
GR,Siokis Moto - Sales/Service/Parts,2431074200,,3742562974675581762,21.771589,39.554203,421 00,Trikala,Zappa 2,,,#
GR,Simeonides - Sales Offroad/Service/Parts,2510836375,angel.symeonides@gmail.com,7337690258603287114,24.41378,40.93372,65201,Kavala,23 Th. Poulidou st,,,#
GR,Dramon - Karanikolaou - Sales/Service/Parts,2541084555,info@karanikolaou.gr,2375163150554228291,24.892195,41.134001,671 00,Xanthi,Dimokritou 6,,,#
GR,GPR Racing Events IKE,,gpr.ktm@gmail.com,5783993249566695755,21.760829,38.274677,264 42,Πάτρα,Ν.Ε.Ο. Πατρών Αθηνών 150,,,#
GR,CENTRAL STORE ,,central.store@ktm.gr,-3381796055263165371,23.739151,38.063626,13671,Acharnai ,161 Filadelfias Avenue ,,,#
GR,Motom - Konstantos - Sales,2102848978,motom1980@gmail.com,-1331259203299000767,23.753321,38.049511,14122,Iraklio,Ifigenias 38,,,#
GR,EMC Oikonomou - Sales/Service/Parts,2105910568,store009@otenet.gr,-3331257221244378556,23.686081,38.002579,121 36,Peristeri,Thivon 27,,,#
GR,Ntais Thomas Hellinservice 002 - Service/Parts,2102757158,hellinservice002@hellinmoto.gr,-1719344660793222586,23.774053,38.036263,142 35,Nea Ionia,Kastamonis 136b,,,#
GR,Chavelas Moto - Service/Parts,,moto@havellas.gr,-1685678144400524733,23.72168,37.994629,10440,Athens,"18, Trofoniou street",,,#
GR,K-Motors South East Europe SA,2105540640,"account1@ktm.gr, eleni.pappa@ktm.gr",8764,23.71764,37.97987,104 35,Athens,Plataion 4-6,,2105547916,http://www.ktm.com/gr/
GR,Motion n' Style - Central - Sales/Service/Parts,2106855441,skordas@motion-n-style.gr,-2204984371271164087,23.777305,37.994596,115 25,Athens,191-193 Mesogeion Ave.,,,#
GR,Karimalis Pantelis Hellinservice 001 - Service/Par,2109215056,hellinservice001@otenet.gr,-691175808393252032,23.731789,37.966528,117 43,Athens,Kallirrois 13,,,#
GR,Delta Motorcycles - Sales/Parts,2109248996,info@delta-motorcycles.gr,-5663891656003883187,23.731513,37.966156,11743,Athens,17 Kallirois,,,#
GR,Elio Workshop - Ilias Dimitropoulos - Service/Part,,elio66@gmail.com,4317015280278535243,23.73925,37.967319,11636,Athens,89 Vouliagmenis Ave.,,,#
GR,Paddock 512 - Alexiou (KTM) - Service/Parts,2106011555,info@paddock512.gr,-5589042450115765180,23.841619,38.01067,15342,Ag.Paraskevi - Athens,512-514 Mesogion Ave.,,,#
GR,Fanmotorcycles - Sales/Service/Parts,2109955451,info@fanmoto.gr,8130633583749564992,23.75577,37.92997,16341,Ilioupoli,Iroon Politechniou 8,,,#
GR,Chios Technomoto - I.Gemelos - S.Tsesmeloglou - Se,,chiostechnomoto@gmail.com,-3096396452827521714,26.13604,38.35981,82100,Chios,"5 Mastroleonardou st, ",,,#
GR,Ixodes - Nikos Chachadakis - OSP,,ixodes@syr.forthnet.gr,6287382260691774789,24.937799,37.443997,841 00,Syros-Ermoupoli,Λεωφόρος Ανδρέα Παπανδρέου Λαλακια,,,#
GR,KARAKIS Konstantinos,,karakiskostas123@gmail.com,4103379501148403014,24.01535,35.504018,731 00,Chania,Anagnostou Gogoni 127,,,#
GR,H-K AEBE - Sales/Service/Parts,2810330880,hkaebe@otenet.gr,-7248751390621332403,25.14657,35.338638,71601,Iraklio,L. Ikarou 29,,,#
GR,Racing Design - Baldini - Sales/Service/Parts,,racingdesign.motorodos@gmail.com,5605661861211976517,28.17458,36.33609,851 05,Rhodes,"238, Iraklidon Ave.",,,#
GP,CONCEPT MOTORS,+590590257188,conceptmotorsgp@gmail.com,10213710,16.252877,-61.554556,97122,BAIE MAHAULT,Rue Thomas Edison - ZI de Jarry ,,,https://www.conceptmotorsgp.com
GT,Innovative Future Limited,066441413,wenceslao.moreno@masesa.com,7156,0.0,0.0,01063,Amatitlán,Parque Ind. Flor de Campo Bod. T Km 32 Carr. Pacifico,,066441413,#
GT,Unidades Moviles Automotrices S.A. - UMA,50222267777,servicioalcliente@grupouma.com,9253,-90.517906,14.616552,01004,Ciudad de Guatemala,6 - 53 7 Avenida Zona 4 Edificio El Triangulo ,,,
GT,JCN Zona 10,+502 2368-3485,,1449565812397769551,-90.526939,14.62111,01010,Guatemala,"Dirección:  AVENIDA  REFORMA 10-31, ZONA 10, GUATEMALA, GUATEMALA",,,#
GG,Mac's Motorcycles,01481 243339,macsmotorcycles@cwgsy.net,1015,-2.521011,49.485709,GY3 5PA,Vale,Unit 4 Braye Road Vale Garage ,,,http://www.macs-motorcycles.com/
HN,MOVESA ACACIAS,,gerenteacacias@grupomovesa.com,-1955370875854647477,-88.004677,15.50366,504,SAN PEDRO SULA,barrios las acacias 10 calle 3 avenida nor oeste,,,#
HN,MOVESA PRADO,,gerenteprado@grupomovesa.com,-2930346587879127997,-88.25,15.63333,504,TEGUCIGALPA,"colonia el prado , contiguo a SYRE , atras del TSE",,,#
HK,Power World (Asia) Ltd.,023200399,admin@ktm.com.hk,4013,114.179606,22.318567,.,Hong Kong,"Unit 3,G/F,Lee Sum Factory Building 23 Sze Mei Street,SanPoKong,Kowloon",,023231768,https://www.ktm.com.hk
HU,Bella-Kaloria Kft,209445144,kaloriak@gmail.com,1061,17.622947,47.684147,9025,Győr,Bokréta utca 11 ,,,https://www.almamotor.hu
HU,FullGas Kft,855 505 60,ktm@fullgas.hu,3906,17.624203,46.767862,8630,Balatonboglar,Nyarfa u. 13 ,,853 504 28,https://www.ktm.fullgas.hu
HU,SABOCAR KFT,209944162,sabocarkft@sabocarkft.t-online.hu,8180,19.28054,48.07196,2660,Balassagyarmat,Kóvári út 24 ,,35500386,https://www.bestmoto.eu
HU,Niscar Ltd,+36 70 946 34 84,info@ktmcentrum.hu,9133,19.01156,47.46291,1112,Budapest,Vizsla utca 6. ,,,https://www.ktmcentrum.hu
HU,Szekeres Motor Kft.,28 423 498,szekeresmotor@gmail.com,2125,19.343957,47.601376,2100,Gödöllö,Dozsa György ut 34 ,,28 423 498,https://www.1wd.hu/
HU,Bódis Motor Zrt.,20 388 2190,info@ktmkecskemet.hu,3252,19.654564,46.890967,6000,Kecskemet,Izsaki Street 78-80 ,,,https://www.ktmkecskemet.hu
IS,KTM Island Ehf.,05862800,kg@ktm.is,2959,-21.80224,64.14211,112,Reykjavíkurborg,Gylfaflöt 16 ,,05862810,https://www.ktm.is
IN,BARAMULLA KTM,+91 90864 82220,baramulla_mgr@ktmindia.com,-425034937682408891,74.452179,34.29987,193201,Baramulla (Jammu & Kashmir),"9 Miles, Sangrama Crossing, NH-1A",,,#
IN,VIZAG KTM,+91 78880 95957 ,vizag_mgr@ktmindia.com,7960027732521259493,74.797279,34.083672,530013,Vishakapatnam,"Door No : 48-14-85 & 86, Srinagar, S.No : 686, Rama Talkies Junction, Andhr",,,#
IN,Srinagar KTM,+91 90864 82016,srinagar_mgr@ktmindia.com,7960027779765899749,74.794472,34.057949,190009,Srinagar,"Mehrajrpora Tengpora Byepass, Batamaloo National Highway 1-A, Jammu and Kas",,,#
IN,ANANTNAG KTM,+91 90864 82223,anantnag_mgr@ktmindia.com,5804579352272823876,75.147667,33.732891,192101,Anantnag - (Jammu & Kashmir) ,"Dar Complex, S/K NH 44 Batengoo, Bijbehara",,,#
IN,JAMMU KTM,+91 94842 99999,jammu_mgr@ktmindia.com,-3262379250109975997,75.136749,32.925331,182101,Udhampur (Jammu & Kashmir),"(Authorized Sales Branch) M H Road,",,,#
IN,Jammu KTM,+91 191 2469862 ,jammu_mgr@ktmindia.com,7960027715341390309,74.905952,32.684372,180006,Jammu & Kashmir,"Shop No 57/4, Sector - C Extension, Sainik Colony (Next to Nissan Showroom)",,,#
IN,KANGRA KTM,+91 75900 05151,kangra_mgr@ktmindia.com,-3981742881790884029,75.94487,32.549633,176306,Banikhet (Himachal Pradesh),"(Authorized Sales Branch) Vill. Malura Bathari, Tahsil - Banikhet",,,#
IN,PATHANKOT KTM,+91 186 239 0298,,3923765833032016451,75.732277,32.3918,145 001,Pathankot - (Punjab),"Manwal Bagh, Near Oberai Service Station, Jugial Road,",,,#
IN,PATHANKOT KTM,+91 186 239 0298,pathankot_mgr@ktmindia.com,3701541142130118471,75.732277,32.3918,145 001,Pathankot - (Punjab),"Manwal Bagh, Near Oberai Service Station, Jugial Road,",,,#
IN,Court Road KTM,+91 183 5064444,courtroad_mgr@ktmindia.com,7960027345974202853,74.868599,31.631451,143001,Amritsar,"Court Road, Punjab",,,#
IN,KANGRA KTM,+91 94189 84888,kangra_mgr@ktmindia.com,-2155560577452186554,75.840927,32.278751,176201,Jassur Distt. Kangra (Himachal Pradesh),"(Authorized Sales Branch) Pathankot ~ Manali Highway, ",,,#
IN,Kangra KTM,+91 92184 64372,kangra_mgr@ktmindia.com,7960027418988646885,76.28186,32.114422,176001,Kangra,"NH - 20, V & PO. KACHHIARI,",,,#
IN,JALANDHAR CENTRAL KTM,+91 98764 64748,jalandharcentral_mgr@ktmindia.com,7964385317224472398,75.344437,31.32254,144602,Kapurthala,"(Authorized Sales Branch) Circular Road, Near Rajiv Gandhi Enclave, Kapurth",,,#
IN,Jalandhar Central KTM,+91 181 5025333,jalandharcentral_mgr@ktmindia.com,7960027599377273317,75.58889,31.325701,144001,Jalandhar,"Dr. Ambedkar Chowk, Jalandhar City",,,#
IN,HOSHIARPUR KTM,+91 94783 36463,hoshiarpur_mgr@ktmindia.com,-7965793097975776192,75.910156,31.53195,146001,Hoshiarpur - (Punjab),"Hoshiarpur to Dasuya Road, Near Mount Carmel school",,,#
IN,Faridkot KTM,+91 8556000039,faridkot_mgr@ktmindia.com,7960027685276619237,74.755913,30.67618,151203,Faridkot,"Near Old Bus Stand, Punjab",,,#
IN,SRI GANGANAGAR KTM,,sriganganagar_mgr@ktmindia.com,3375224357832562245,73.884903,29.90542,335 001,Sri Ganganagar (Rajasthan),"Hanumangarh Road,",,,#
IN,JALANDHAR CENTRAL KTM,+91 1824501400,jalandharcentral_mgr@ktmindia.com,-1468658660044375730,75.776047,31.22197,144401,Phagwara Distt. Kapurthala (Punjab),"(Authorized Sales Branch) Main GT Road, Near Bus stand,",,,#
IN,MANDI KTM,+91 98160 65771,mandi_mgr@ktmindia.com,-6793028260603279802,77.186913,32.24522,175131,Manali Distt. Kullu (Himachal Pradesh),"(Authorized Sales Branch) V & Po. Vashist, Tehsil. Manali, ",,,#
IN,HAMIRPUR KTM,+91 94180 75588,hamirpur_mgr@ktmindia.com,3062100166922745411,76.520393,31.687611,177001,Hamirpur - (Himachal Pradesh) ,"Bye Pass, Hamirpur Shimla - Kangra Highway,",,,#
IN,Mandi KTM,+91 7876368024,mandi_mgr@ktmindia.com,7960027384628908517,76.9322,31.7084,175001,Mandi,"Vill. Bagla, PO. Nagchala, Tal. Bhal, Himanchal Pradesh",,,#
IN,BATHINDA KTM,+91 85560 00039,bathinda_mgr@ktmindia.com,-5853559892267380148,74.93317,30.21292,151001,BATHINDA (PUNJAB),"NEAR BADYAL HOSPITAL, BIBI WALA ROAD, ",,,#
IN,Ludhiana KTM,+ 91 161 6600350,ludhiyana_mgr@ktmindia.com,7960027393218843109,75.862343,30.887051,141003,Ludhiana,"Savitri - 3, G.T. Road, Near Dholewal Chowk, Punjab",,,#
IN,MADHYA MARG KTM,+91 78880 96967 ,madhyamarg_mgr@ktmindia.com,7960027294434595301,76.792763,30.73991,160009,Chandigarh,"SCO 22-23, Sec 8C, Chandigarh",,,#
IN,SOLAN KTM,+91 98164 94486,solan_mgr@ktmindia.com,5322151887032191049,77.09996,30.92342,173 213,Solan - (Himachal Pradesh),"Near Mohan Park or Near Mezwan Hotel, Chambaghat, ",,,#
IN,Patiala KTM,+91 99140 10203,,7960027453348385253,76.438057,30.357281,147001,Patiala (Punjab),"Rajpura Road, Near Bus Stand,",,,#
IN,BIKANER KTM,+91 151 222 2121,bikaner_mgr@ktmindia.com,-5371888198188713399,73.31916,28.01775,334001,Bikaner - (Rajasthan),"Plot No.5, Laxmi Vihar Colony, Jaipur Road,",,,#
IN,BHIWANI KTM,+91 99920 11108,bhiwani_mgr@ktmindia.com,-8665763029005643965,76.401772,29.79899,136027,Kaithal (Haryana),"(Authorized Sales Branch) Ambala Road,",,,#
IN,HISAR KTM,+91 9671717962,hisar_mgr@ktmindia.com,-6820067828476299191,75.727432,29.153851,125001,Hisar (Haryana),"Gali no.3, Gnanesh Nagar Industrial Area, Delhi Road,",,,#
IN,Ambala City KTM,+91 171 2540803,ambalacity_mgr@ktmindia.com,7960027698161521125,77.016563,29.917419,134001,Ambala,"GT Road, Near Milk Plant, Ambala City, Haryana",,,#
IN,KARNAL KTM,+91 97110 10916,karnal_mgr@ktmindia.com,4239338955319087589,76.993294,29.6884,132 001,Karnal -  (Haryana),"Plot No. 7, Near Namastey Chowk, Old GT Road,",,,#
IN,RAJPUR ROAD KTM ,,rajpurroad_mgr@ktmindia.com,8487817865513571392,78.053879,30.33536,248 001,Dehradun (Uttarakhand),"93, Rajpur Road,",,,#
IN,Saharanpur KTM,+91 132 2712256,saharanpur_mgr@ktmindia.com,7960027513477927397,77.547882,29.961571,247001,Saharanpur,"Paper Mills Road, Uttar Pradesh",,,#
IN,Dehradun KTM,+91 135 2644200,dehradun_mgr@ktmindia.com,7960027199945314789,77.99369,30.27277,248002,Dehradun (Uttarakhand),"Mohebewala Industrial Area, Opp. Manav Kendra, Delhi Road, ",,,#
IN,BHIWANI KTM,+91 97282 45555,bhiwani_mgr@ktmindia.com,-5430817614076349368,76.138451,28.798059,127 021,Bhiwani (Haryana),"SCO - 10 HUDA City Center, Near Basia Bhawan,  ",,,#
IN,KARNAL KTM,+91 98131 10916,karnal_mgr@ktmindia.com,-3264507846772315840,76.969757,29.39415,132103,PANIPAT (HARYANA),"(Authorized Sales Branch) NATIONAL HIGHWAY NO. 1, NEAR BAJAJ SHOWROOM, ",,,#
IN,Pratap Nagar KTM,"+91 291 2762616,",pratapnagar_mgr@ktmindia.com,7960027668096750053,72.989769,26.272591,342001,Jodhpur (Rajasthan),"78-A,Pratap Nagar, Near Akhaliya circle, ",,,#
IN,SONIPAT ROAD KTM,+91 70155 96686,sonipatroad_mgr@ktmindia.com,7960027887140082149,76.591011,28.89366,124 001,Rohtak - (Haryana),"Ram Gopal Colony, Sonipat Road, ",,,#
IN,SIKAR KTM,+91 157 251 4131,sikar_mgr@ktmindia.com,7771942934289548363,75.142632,27.61339,332 001,Sikar - (Rajasthan),"Opp. Indian Oil Petrol Pump, Near RTO office, Jaipur ~ Jhunjhunu bypass, ",,,#
IN,MUZAFFARNAGAR KTM,+91 63979 96002 ,muzaffarnagar_mgr@ktmindia.com,3717964460254137674,77.702782,29.47171,251001,Muzaffarnagar (Uttar Pradesh),"Dwarika City, Jansath Road, ",,,#
IN,Narela KTM,"+91 11 27280132,",narela_mgr@ktmindia.com,7960027534952763877,77.088943,28.85499,110040,New Delhi,"42/9 Safiabad Road, New Delhi",,,#
IN,Bahadurgarh KTM,"+91 1276 606160,",bahadurgarh_mgr@ktmindia.com,7960027496298058213,76.929588,28.68924,124507,Bahadurgarh,"NH - 10, Delhi Rohtak Road, Opposite D Market, Vill. & Po. Sakhol, Haryana",,,#
IN,NAJIBABAD KTM,+91 9927247157,najibabad_mgr@ktmindia.com,-5114620194665549238,78.3498,29.6088,246 763,Najibabad (Uttar Pradesh),"Station road Najibabad, Opposite government female hospital",,,#
IN,SAHARANPUR KTM,+91 8006465500,saharanpur_mgr@ktmindia.com,-627894126693674676,78.347633,29.598181,246763,Najibabad Distt. Bijnor (Uttar Pradesh),"(Authorized Sales Branch) Opp. Government Female Hospital, Station Road, Na",,,#
IN,DWARKA KTM (12263),,dwarrka_mgr@ktmindia.com,7052563158271735104,77.040131,28.633039,100 059,New Delhi - (Delhi),"K-1/8/A2, Road Number -201, Main Rajapuri Road, ",,,#
IN,GANDHIDHAM KTM,+91 90333 43601 ,gandhidham_mgr@ktmindia.com,3381810538834083398,69.671951,23.249331,370001,Bhuj (Gujarat),"(Authorized Sales Branch) 64, ADM Space 1, Madhapur Highway",,,#
IN,DELHI NORTH KTM,+91 11 42316444,delhinorth_mgr@ktmindia.com,7960027904319951333,77.18717,28.70739,110 009,New Delhi,"A-199 First Floor, Gujranwala Town, Part - 1,",,,#
IN,MOTI NAGAR KTM (12389),+91 11 4798 0011,motinagar_mgr@ktmindia.com,7960027616557142501,77.147621,28.660009,110015,New Delhi,"KLJ Complex, Nazafgarh Road, Moti Nagar",,,#
IN,MEERUT KTM,+91 78880 89895 ,meerut_mgr@ktmindia.com,7960027376038973925,77.703728,29.0112,250001,Meerut,"Ground Floor, Magic Square, 266 Shivaji Road, Near Bachha Park, Uttar Prade",,,#
IN,REWARI KTM,+91 70117 24595,rewari_mgr@ktmindia.com,588400213378863427,76.61155,28.20168,123401,Rewari (Haryana),"Near JNL Canal, Delhi Road, ",,,#
IN,CONNAUGHT PLACE KTM,+91 78880 86864 ,delhicp_mgr@ktmindia.com,7960027582197404133,77.218948,28.6292,110001,New Delhi,"L1, Ground Floor, Plot No: 3 & 4, Outerwing, Connaught Place",,,#
IN,EAST DELHI KTM,+91 88009 02222,eastdelhi_mgr@ktmindia.com,7960027908614918629,77.282303,28.656111,110 051,New Delhi ,"18/4, Radhe Puri Extension, Main Jagat Puri Road,",,,#
IN,DILSHAD GARDEN KTM,+91 98184 42222,dilshadgarden_mgr@ktmindia.com,4113046887694811978,77.318466,28.675508,110095,Delhi ,"A1 Jhilmil Industrial Area, Main GT Road, East Delhi",,,#
IN,SOHNA ROAD KTM,+91 124 220 2064,sohnaroad_mgr@ktmindia.com,-6792394757265641407,77.024422,28.455879,122 001,Gurgram - (Haryana),"Naharpur Rupa , Rajeev colony , Near Rajeev Chowk, Opp. Nexa showroom, NH-4",,,#
IN,SOUTH DELHI KTM,+91 78880 86866 ,southdelhi_mgr@ktmindia.com,-5782299026308358577,77.164917,28.557261,110 057,New Delhi – (Delhi),"36, Community Centre, Near PVR Cinema, Vasant Lok, Vasant Vihar,",,,#
IN,GURGAON KTM,+91 78880 87872 ,gurgaon_mgr@ktmindia.com,7960027187060412901,77.091293,28.495621,122002,Gurgaon,"Shop No : G3 & G4, ABW Tower, M.G.Road, IFFCO chowk, Haryana",,,#
IN,Lajpat Nagar KTM,+91 11 29830002 ,lajpatnagar_mgr@ktmindia.com,7960027590787338725,77.24012,28.568489,110024,New Delhi,"K - 96, Central Market, Lajpat Nagar-II, New Delhi - 110024",,,#
IN,New Arya Nagar KTM,+91 120 4691100 ,newaryanagar_mgr@ktmindia.com,7960027178470478309,77.418289,28.68836,201003,Ghaziabad,"J.P. Bhawan, E-18, New Arya Nagar, Meerut Road Chowk, Uttar Pradesh",,,#
IN,SECTOR 63 KTM,+91 120 437 1333,sector63_mgr@ktmindia.com,5461561771186733389,77.34005,28.59597,201 301,Noida - (Uttar Pradesh),"A-10, Sector 63",,,#
IN,SECTOR 18 KTM,+91 78880 89893 ,noida_mgr@ktmindia.com,7960027625147077093,77.337128,28.59164,201301,Noida,"Shop No : N-12 & 13, Sector - 18, Opp. HSBC Bank, Uttar Pradesh",,,#
